OBJECTID,PULAU,PEJABAT,ID_PROV,PROVINSI,ID_KAB,KABUPATEN,JENIS_IZIN,BADAN_USAHA,NAMA_PERUSAHAAN,KODE_WIUP,SK_IUP,TANGGAL_BERLAKU,TANGGAL_BERAKHIR,KEGIATAN,LUAS_SK,KOMODITAS,KODE_GOLONGAN,KODE_JNSKOM,CNC,GENERASI,KODE_WIL,LOKASI,GEOMETRY,STATUS_IUP
187175,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,04,KABUPATEN BANGKA TENGAH,WIUP,PT,PT ARVENTA KARYA GEMILANG,2119045102023055,540/16/WIUP/ESDM_3,2023-02-27,,PENCADANGAN,49.75,GRANIT,5,10,,,,"DESA/ KELURAHAN CAMBAI, KECAMATAN  NAMANG","POLYGON ((106.15550000000002 -2.230837778000023, 106.15550000000002 -2.2357919440000273, 106.16179388900002 -2.2357919440000273, 106.16179388900002 -2.228117778000012, 106.15845388899999 -2.228117778000012, 106.15845388899999 -2.230837778000023, 106.15550000000002 -2.230837778000023))",AKTIF
187209,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,WIUP,PT,PT KEMILAU KUARSA PERDANA,2119066112023160,540/17/WIUP/ESDM_3,2023-02-27,,PENCADANGAN,197.1,PASIR KUARSA,6,11,,,,DESA BATU PENYU KECAMATAN GANTUNG,"POLYGON ((108.19041666700002 -3.0312222219999967, 108.19041666700002 -3.0409166669999763, 108.195055556 -3.0409166669999763, 108.195055556 -3.042583332999982, 108.19041666700002 -3.042583332999982, 108.19041666700002 -3.047277778000023, 108.19524999999999 -3.047277778000023, 108.19524999999999 -3.0494444440000166, 108.20430555600001 -3.0494444440000166, 108.20430555600001 -3.041249999999991, 108.20180555600001 -3.041249999999991, 108.20180555600001 -3.039555555999982, 108.20027777799999 -3.039555555999982, 108.20027777799999 -3.0383333330000255, 108.19763888900002 -3.0383333330000255, 108.19763888900002 -3.03666666700002, 108.195583333 -3.03666666700002, 108.195583333 -3.0347777779999774, 108.193611111 -3.0347777779999774, 108.193611111 -3.0312222219999967, 108.19041666700002 -3.0312222219999967))",AKTIF
187218,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,PT,PT YUDHANTARA AMANAH BERSATU,2119066112023161,17022300567340001                                                                                   ,2023-03-20,2030-03-20,EKSPLORASI,111.59,PASIR KUARSA,6,11,CNC,,,DESA BATU PENYU,"POLYGON ((108.18347222199998 -3.0342222219999826, 108.18347222199998 -3.0390277779999906, 108.18447222200001 -3.0390277779999906, 108.18447222200001 -3.042500000000018, 108.18347222199998 -3.042500000000018, 108.18347222199998 -3.0445000000000277, 108.18541666700003 -3.0445000000000277, 108.18541666700003 -3.0484722219999867, 108.18811111100001 -3.0484722219999867, 108.18811111100001 -3.0445000000000277, 108.19036111100002 -3.0445000000000277, 108.19036111100002 -3.0312222219999967, 108.186111111 -3.0312222219999967, 108.186111111 -3.0342222219999826, 108.18347222199998 -3.0342222219999826))",AKTIF
187220,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,PT,PT SEJAHTERA UTAMA PRIMA,2119066112023162,81200018110430007                                                                                   ,2023-03-20,2030-03-20,EKSPLORASI,186.47,PASIR KUARSA,6,11,CNC,,,"DESA LIMBONGAN, KECAMATAN GANTUNG","POLYGON ((108.14493055600002 -3.085888888999989, 108.14493055600002 -3.0874166670000136, 108.14384722199998 -3.0874166670000136, 108.14384722199998 -3.0884583330000055, 108.14302777799998 -3.0884583330000055, 108.14302777799998 -3.0895694440000057, 108.14220833299999 -3.0895694440000057, 108.14220833299999 -3.0903055559999757, 108.14154166700001 -3.0903055559999757, 108.14154166700001 -3.0910972219999735, 108.140930556 -3.0910972219999735, 108.140930556 -3.0922222219999753, 108.14015277800002 -3.0922222219999753, 108.14015277800002 -3.0931249999999864, 108.139472222 -3.0931249999999864, 108.139472222 -3.0940833330000146, 108.13880555600002 -3.0940833330000146, 108.13880555600002 -3.0949861110000256, 108.13819444400002 -3.0949861110000256, 108.13819444400002 -3.0957916670000145, 108.137555556 -3.0957916670000145, 108.137555556 -3.096597222000014, 108.136944444 -3.096597222000014, 108.136944444 -3.0975138890000267, 108.13630555600002 -3.0975138890000267, 108.13630555600002 -3.0982500000000073, 108.13573611100003 -3.0982500000000073, 108.13573611100003 -3.0989305560000275, 108.13522222199998 -3.0989305560000275, 108.13522222199998 -3.099666667000008, 108.13465277799997 -3.099666667000008, 108.13465277799997 -3.1003055560000234, 108.134222222 -3.1003055560000234, 108.134222222 -3.100958332999994, 108.13370833300002 -3.100958332999994, 108.13370833300002 -3.101763888999983, 108.13316666700001 -3.101763888999983, 108.13316666700001 -3.1025416670000254, 108.132541667 -3.1025416670000254, 108.132541667 -3.103347222000025, 108.131986111 -3.103347222000025, 108.131986111 -3.104208332999974, 108.13137499999999 -3.104208332999974, 108.13137499999999 -3.1049583330000132, 108.130833333 -3.1049583330000132, 108.130833333 -3.1063194440000075, 108.13965277800003 -3.1063194440000075, 108.13965277800003 -3.1044166670000095, 108.138375 -3.1044166670000095, 108.138375 -3.100638888999981, 108.14011111100001 -3.100638888999981, 108.14011111100001 -3.0979444440000066, 108.14634722199997 -3.0979444440000066, 108.14634722199997 -3.095055555999977, 108.15284722199999 -3.095055555999977, 108.15284722199999 -3.093958332999989, 108.14970833299998 -3.093958332999989, 108.14970833299998 -3.085888888999989, 108.14493055600002 -3.085888888999989))",AKTIF
187221,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,WIUP,PT,PT ALBETA SUKSES MAKMUR,2119066112023163,540/14/WIUP/ESDM_3,2023-02-27,,PENCADANGAN,462.0,PASIR KUARSA,6,11,,,,DESA SIMPANG PESAK DAN TANJUNG BATU ITAM KECAMATAN SIMPANG PESAK,"POLYGON ((108.01917777800003 -3.159150000000011, 108.01917777800003 -3.1777138890000174, 108.004116667 -3.1777138890000174, 108.004116667 -3.1798166670000114, 107.99802222199997 -3.1798166670000114, 107.99802222199997 -3.181594443999984, 108.00412222199998 -3.181594443999984, 108.00412222199998 -3.1820638890000055, 108.00572222199997 -3.1820638890000055, 108.00572222199997 -3.1826444440000046, 108.007080556 -3.1826444440000046, 108.007080556 -3.183213889000001, 108.008416667 -3.183213889000001, 108.008416667 -3.183533333000014, 108.01289166700002 -3.183533333000014, 108.01289166700002 -3.183091666999985, 108.016113889 -3.183091666999985, 108.016113889 -3.1807305560000145, 108.02032777800002 -3.1807305560000145, 108.02032777800002 -3.177988889000005, 108.03221944400002 -3.177988889000005, 108.03221944400002 -3.172266666999974, 108.03446944400002 -3.172266666999974, 108.03446944400002 -3.167250000000024, 108.03558055600001 -3.167250000000024, 108.03558055600001 -3.162441666999996, 108.03638888900002 -3.162441666999996, 108.03638888900002 -3.159150000000011, 108.01917777800003 -3.159150000000011))",AKTIF
187234,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,04,KABUPATEN BANGKA TENGAH,WIUP,PT,PT BIMBIM TRANSMINERATAMA SEJAHTERA,2119046112023002,540/19/WIUP/ESDM_3,2023-03-13,,PENCADANGAN,340.08,PASIR KUARSA,6,11,,,,"DESA LUBUK BESAR, KECAMATAN LUBUK BESAR","POLYGON ((106.66525777800001 -2.5925005560000045, 106.66525777800001 -2.596413332999987, 106.669717778 -2.596413332999987, 106.669717778 -2.600260832999993, 106.67105833300002 -2.600260832999993, 106.67105833300002 -2.604264444000023, 106.67318027800002 -2.604264444000023, 106.67318027800002 -2.5964055559999792, 106.675415278 -2.5964055559999792, 106.675415278 -2.5943294439999818, 106.67723388899998 -2.5943294439999818, 106.67723388899998 -2.588224443999991, 106.67891250000002 -2.588224443999991, 106.67891250000002 -2.5809069439999917, 106.683254444 -2.5809069439999917, 106.683254444 -2.5767666670000153, 106.67419000000001 -2.5767666670000153, 106.67419000000001 -2.570104167000011, 106.67007138899999 -2.570104167000011, 106.67007138899999 -2.5790077780000047, 106.6675275 -2.5790077780000047, 106.6675275 -2.5925005560000045, 106.66525777800001 -2.5925005560000045))",AKTIF
187235,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,WIUP,PT,PT BELTIM MAKMUR JAYA,2119066112023164,540/21/WIUP/ESDM_3,2023-03-13,,PENCADANGAN,169.0,PASIR KUARSA,6,11,,,,DESA TANJUNG KELUMPANG KECAMATAN SIMPANG PESAK,"POLYGON ((108.00209722199997 -3.2415750000000116, 108.003891667 -3.2415750000000116, 108.003891667 -3.240436111000008, 108.00568333299998 -3.240436111000008, 108.00568333299998 -3.2387972220000165, 108.00954722199998 -3.2387972220000165, 108.00954722199998 -3.2380222219999837, 108.01179166700001 -3.2380222219999837, 108.01179166700001 -3.2372472220000077, 108.01457499999998 -3.2372472220000077, 108.01457499999998 -3.2363388890000238, 108.015783333 -3.2363388890000238, 108.015783333 -3.2349833330000024, 108.01622222200001 -3.2349833330000024, 108.01622222200001 -3.2311055559999886, 108.01372222200001 -3.2311055559999886, 108.01372222200001 -3.2363583329999983, 108.00953611099999 -3.2363583329999983, 108.00953611099999 -3.23460277800001, 108.007738889 -3.23460277800001, 108.007738889 -3.2332555560000174, 108.005211111 -3.2332555560000174, 108.005211111 -3.2307055559999753, 108.01188611100002 -3.2307055559999753, 108.01188611100002 -3.2264472219999902, 108.000425 -3.2264472219999902, 108.000425 -3.2388222220000102, 108.00132777800002 -3.2388222220000102, 108.00132777800002 -3.2404472220000002, 108.00209722199997 -3.2404472220000002, 108.00209722199997 -3.2415750000000116))",AKTIF
187236,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,04,KABUPATEN BANGKA TENGAH,WIUP,PT,PT LOTUS ESGE SEJAHTERA,2119045102023056,540/22/WIUP/ESDM_3,2023-03-13,,PENCADANGAN,76.76,GRANIT,5,10,,,,DESA JERUK  KECAMATAN PANGKALAN BARU,"POLYGON ((106.16472222200002 -2.1913888889999953, 106.16063888899998 -2.1913888889999953, 106.16063888899998 -2.198472222000021, 106.17000000000002 -2.198472222000021, 106.17000000000002 -2.1978055559999916, 106.17194444400002 -2.1978055559999916, 106.17194444400002 -2.196666666999988, 106.17055555600001 -2.196666666999988, 106.17055555600001 -2.193333332999998, 106.16636111100001 -2.193333332999998, 106.16636111100001 -2.1919166669999868, 106.16472222200002 -2.1919166669999868, 106.16472222200002 -2.1913888889999953))",AKTIF
187250,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,01,BANGKA,IUP,CV,CV UNITED SMELTING,3119012112014196,188.4/287/ESDM/DPMPTSP/2019,2019-01-29,2029-01-29,OPERASI PRODUKSI,196.5,TIMAH,2,11,CNC-14, ,19010110OP023,"DESA GUNUNG MUDA, KEC. BELINYU","POLYGON ((105.77383600000002 -1.6650000000000205, 105.773842 -1.682188999999994, 105.78148299999998 -1.6821860000000015, 105.78148299999998 -1.6776610000000005, 105.783728 -1.6776610000000005, 105.783725 -1.664997000000028, 105.77383600000002 -1.6650000000000205))",AKTIF
187264,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,PT,PT PERKASA PARAMA BILITON,2119066112023165,10022300457230002                                                                                   ,2023-12-29,2043-12-29,OPERASI PRODUKSI,140.8,PASIR KUARSA,6,11,CNC,,,"DESA GANTUNG, KECAMATAN GANTUNG","POLYGON ((108.18981805599998 -3.0060138889999735, 108.18981805599998 -3.0092500000000086, 108.18545111100002 -3.0092500000000086, 108.18545111100002 -3.0095958329999917, 108.18520194400003 -3.0095958329999917, 108.18520194400003 -3.0100630559999786, 108.18484694400001 -3.0100630559999786, 108.18484694400001 -3.0104450000000043, 108.184601111 -3.0104450000000043, 108.184601111 -3.0108749999999986, 108.18427694399998 -3.0108749999999986, 108.18427694399998 -3.0115880559999937, 108.183976944 -3.0115880559999937, 108.183976944 -3.0122838890000025, 108.18620611099999 -3.0122838890000025, 108.18620611099999 -3.0126300000000015, 108.186766111 -3.0126300000000015, 108.186766111 -3.0130138889999785, 108.18732111100002 -3.0130138889999785, 108.18732111100002 -3.0133038889999852, 108.187673056 -3.0133038889999852, 108.187673056 -3.013466111000014, 108.18813388900003 -3.013466111000014, 108.18813388900003 -3.013635000000022, 108.188638889 -3.013635000000022, 108.188638889 -3.0138388889999987, 108.18888388900001 -3.0138388889999987, 108.18888388900001 -3.0139444440000034, 108.20263888900001 -3.0139444440000034, 108.20263888900001 -3.008755000000008, 108.20114888900002 -3.008755000000008, 108.20114888900002 -3.007853888999989, 108.199731111 -3.007853888999989, 108.199731111 -3.007114999999999, 108.19895805599998 -3.007114999999999, 108.19895805599998 -3.0060138889999735, 108.18981805599998 -3.0060138889999735))",AKTIF
187273,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,PT,PT SATRIA MUKTI ANUGERAH,2119066112023166,03062200508820002                                                                                   ,2023-06-21,2030-06-21,EKSPLORASI,47.7,PASIR KUARSA,6,11,CNC,,,"DESA BATU PENYU, KECAMATAN GANTUNG, KABUPATEN BELITUNG TIMUR, PROVINSI KEPULAUAN BANGKA BELITUNG","POLYGON ((108.16730055599999 -3.0625083329999825, 108.16730055599999 -3.063766944000008, 108.16660944400002 -3.063766944000008, 108.16660944400002 -3.065247778000014, 108.16214083300002 -3.065247778000014, 108.16214083300002 -3.0679966669999885, 108.171601667 -3.0679966669999885, 108.171601667 -3.0625083329999825, 108.16730055599999 -3.0625083329999825))",AKTIF
187356,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,PT,PT PROSPER KARYA MANDIRI,2119066112023167,81200029918780020                                                                                   ,2023-04-17,2030-04-17,EKSPLORASI,99.54,PASIR KUARSA,6,11,CNC,,,"DESA MENGKUBANG, KECAMATAN DAMAR, KABUPATEN BELITUNG TIMUR, PROVINSI KEPULAUAN BANGKA BELITUNG","POLYGON ((108.26942000000003 -2.803009999999972, 108.26942000000003 -2.8055083329999775, 108.27041083300003 -2.8055083329999775, 108.27041083300003 -2.8080902780000088, 108.272576389 -2.8080902780000088, 108.272576389 -2.8144208329999856, 108.26947861100001 -2.8144208329999856, 108.26947861100001 -2.816458888999989, 108.278381389 -2.816458888999989, 108.278381389 -2.812797221999972, 108.27792333299999 -2.812797221999972, 108.27792333299999 -2.8080097220000084, 108.27635416700002 -2.8080097220000084, 108.27635416700002 -2.805216110999993, 108.27500138900001 -2.805216110999993, 108.27500138900001 -2.803931110999997, 108.273283333 -2.803931110999997, 108.273283333 -2.803009999999972, 108.26942000000003 -2.803009999999972))",AKTIF
187367,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,WIUP,PT,PT INDO PERSADA SILIKA,2119066112023168,,,,PENCADANGAN,681.87,PASIR KUARSA,6,11,,,,DESA DUKONG,"POLYGON ((107.981 -3.1920000000000073, 107.981 -3.202064443999973, 107.99631638900001 -3.202064443999973, 107.99631638900001 -3.2146777780000093, 107.99095638900002 -3.2146777780000093, 107.99095638900002 -3.2299897220000275, 107.99240972199999 -3.2299897220000275, 107.99240972199999 -3.2294041669999842, 107.993394722 -3.2294041669999842, 107.993394722 -3.228461944000003, 107.99416583300001 -3.228461944000003, 107.99416583300001 -3.2275769440000204, 107.99493666699999 -3.2275769440000204, 107.99493666699999 -3.22626333300002, 107.99583611100002 -3.22626333300002, 107.99583611100002 -3.2254066670000157, 107.99870583299997 -3.2254066670000157, 107.99870583299997 -3.2267772220000097, 107.99704972199999 -3.2267772220000097, 107.99704972199999 -3.228019443999983, 107.99587888899998 -3.228019443999983, 107.99587888899998 -3.2293305559999794, 107.994903056 -3.2293305559999794, 107.994903056 -3.231769444000008, 107.991014167 -3.231769444000008, 107.991014167 -3.24763999999999, 107.99976944399998 -3.24763999999999, 107.99976944399998 -3.2184608329999946, 108.006657222 -3.2184608329999946, 108.006657222 -3.2132744439999783, 108.002803889 -3.2132744439999783, 108.002803889 -3.208328888999972, 108.00105083300002 -3.208328888999972, 108.00105083300002 -3.202603888999988, 108.006688333 -3.202603888999988, 108.006688333 -3.200601388999985, 108.00156472200001 -3.200601388999985, 108.00156472200001 -3.195066388999976, 107.98955999999998 -3.195066388999976, 107.98955999999998 -3.1920000000000073, 107.981 -3.1920000000000073))",AKTIF
