OBJECTID,PULAU,PEJABAT,ID_PROV,PROVINSI,ID_KAB,KABUPATEN,JENIS_IZIN,BADAN_USAHA,NAMA_PERUSAHAAN,KODE_WIUP,SK_IUP,TANGGAL_BERLAKU,TANGGAL_BERAKHIR,KEGIATAN,LUAS_SK,KOMODITAS,KODE_GOLONGAN,KODE_JNSKOM,CNC,GENERASI,KODE_WIL,LOKASI,GEOMETRY,STATUS_IUP
4259,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,05,KABUPATEN BANGKA BARAT,IUP,PT,PT TIMAH TBK,3119052112014132,81201098819560141                                                                                   ,2024-08-05,2035-07-20,OPERASI PRODUKSI,908.94,TIMAH,2,11,CNC-3,,,SIMPANG TERITIP,"POLYGON ((105.29637777800002 -2.022974999999974, 105.302391667 -2.022974999999974, 105.302391667 -2.0281777779999857, 105.30823055600001 -2.0281777779999857, 105.30823055600001 -2.0320222220000232, 105.30283611099998 -2.0320222220000232, 105.30283611099998 -2.0340555559999984, 105.308227778 -2.0340555559999984, 105.308227778 -2.0442305560000023, 105.305977778 -2.0442305560000023, 105.305977778 -2.037899999999979, 105.30126111099997 -2.037899999999979, 105.30126111099997 -2.0340555559999984, 105.30036388899998 -2.0340555559999984, 105.30036388899998 -2.0286277779999864, 105.29519722200001 -2.0286277779999864, 105.29519722200001 -2.0243305559999953, 105.28958055599998 -2.0243305559999953, 105.28958055599998 -2.028622222000024, 105.285536111 -2.028622222000024, 105.285536111 -2.032013888999984, 105.28957777800002 -2.032013888999984, 105.28957777800002 -2.033597222000026, 105.29497222200001 -2.033597222000026, 105.29497222200001 -2.0421916669999973, 105.30103333300002 -2.0421916669999973, 105.30103333300002 -2.0492027779999944, 105.30844722199998 -2.0492027779999944, 105.30844722199998 -2.0614138889999936, 105.311588889 -2.0614138889999936, 105.311588889 -2.078824999999995, 105.32102500000002 -2.078824999999995, 105.32102500000002 -2.0609666670000024, 105.315858333 -2.0609666670000024, 105.315858333 -2.057799999999986, 105.313836111 -2.057799999999986, 105.313836111 -2.0460416669999972, 105.31654444399999 -2.0460416669999972, 105.31654444399999 -2.032024999999976, 105.314072222 -2.032024999999976, 105.314072222 -2.0198166669999864, 105.29637777800002 -2.0198166669999864, 105.29637777800002 -2.022974999999974))",AKTIF
4260,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,05,KABUPATEN BANGKA BARAT,IUP,PT,PT TIMAH TBK,3119052112014074,81201098819560139                                                                                   ,2025-02-19,2035-07-20,OPERASI PRODUKSI,4753.0,TIMAH,2,11,CNC-3,,,S. MANCUNG / MANCUNG-P.BERAS,"POLYGON ((105.548263889 -1.89900555600002, 105.53913055599998 -1.89900555600002, 105.53913055599998 -1.9024583330000269, 105.54369722199999 -1.9024583330000269, 105.54369722199999 -1.9089722219999885, 105.536755556 -1.9089722219999885, 105.536755556 -1.9124611110000274, 105.55518055599998 -1.9124611110000274, 105.55518055599998 -1.9210305560000052, 105.548886111 -1.9210305560000052, 105.548886111 -1.9161888890000114, 105.54377499999998 -1.9161888890000114, 105.54377499999998 -1.9239749999999844, 105.56029999999998 -1.9239749999999844, 105.56029999999998 -1.9270888890000037, 105.57382777800001 -1.9270888890000037, 105.57382777800001 -1.9310722220000116, 105.577266667 -1.9310722220000116, 105.577266667 -1.9349166669999818, 105.58187777799998 -1.9349166669999818, 105.58187777799998 -1.9386805560000084, 105.58515833299998 -1.9386805560000084, 105.58515833299998 -1.9441361109999775, 105.58958888900003 -1.9441361109999775, 105.58958888900003 -1.9626055560000282, 105.57963055599998 -1.9626055560000282, 105.57963055599998 -1.9546944439999834, 105.56991944399999 -1.9546944439999834, 105.56991944399999 -1.951319443999978, 105.56207222199998 -1.951319443999978, 105.56207222199998 -1.9636638889999745, 105.55028333299998 -1.9636638889999745, 105.55028333299998 -1.9421166669999934, 105.547244444 -1.9421166669999934, 105.547244444 -1.9318694439999717, 105.53843055599998 -1.9318694439999717, 105.53843055599998 -1.9361111110000024, 105.54199722200002 -1.9361111110000024, 105.54199722200002 -1.9420972219999726, 105.53831111099998 -1.9420972219999726, 105.53831111099998 -1.9389666669999883, 105.53600277800001 -1.9389666669999883, 105.53600277800001 -1.9274722220000058, 105.533047222 -1.9274722220000058, 105.533047222 -1.9208972220000078, 105.52708055599999 -1.9208972220000078, 105.52708055599999 -1.9280749999999784, 105.52361944400002 -1.9280749999999784, 105.52361944400002 -1.9366222219999827, 105.53086944400002 -1.9366222219999827, 105.53086944400002 -1.9461999999999762, 105.53653888899998 -1.9461999999999762, 105.53653888899998 -1.9499555560000204, 105.54130277799999 -1.9499555560000204, 105.54130277799999 -1.9636416669999903, 105.52486944399999 -1.9636416669999903, 105.52486944399999 -1.9552305560000036, 105.52190000000002 -1.9552305560000036, 105.52190000000002 -1.932497221999995, 105.51746111099999 -1.932497221999995, 105.51746111099999 -1.9296694440000124, 105.502766667 -1.9296694440000124, 105.502766667 -1.9342222220000167, 105.51693055599998 -1.9342222220000167, 105.51693055599998 -1.9457694440000068, 105.514394444 -1.9457694440000068, 105.514394444 -1.9408583329999942, 105.51019444399998 -1.9408583329999942, 105.51019444399998 -1.9373833330000139, 105.50035555599999 -1.9373833330000139, 105.50035555599999 -1.941116667000017, 105.50686944400002 -1.941116667000017, 105.50686944400002 -1.9458500000000072, 105.51061666700002 -1.9458500000000072, 105.51061666700002 -1.948447222000027, 105.50333611100001 -1.948447222000027, 105.50333611100001 -1.9526138890000198, 105.510452778 -1.9526138890000198, 105.510452778 -1.9557888890000186, 105.51633333299998 -1.9557888890000186, 105.51633333299998 -1.9736277779999796, 105.55966666699999 -1.9736277779999796, 105.55966666699999 -1.969280556000001, 105.61121666700001 -1.969280556000001, 105.61121666700001 -1.9554166670000086, 105.61538055599999 -1.9554166670000086, 105.61538055599999 -1.915975000000003, 105.59032777800002 -1.915975000000003, 105.59032777800002 -1.9277222219999999, 105.58333055600002 -1.9277222219999999, 105.58333055600002 -1.9096694439999737, 105.578325 -1.9096694439999737, 105.578325 -1.92039444400001, 105.57466388900002 -1.92039444400001, 105.57466388900002 -1.9139277780000157, 105.56923611100001 -1.9139277780000157, 105.56923611100001 -1.9093805559999737, 105.55245000000002 -1.9093805559999737, 105.55245000000002 -1.896069443999977, 105.548263889 -1.896069443999977, 105.548263889 -1.89900555600002))",AKTIF
4261,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,"05,01","KABUPATEN BANGKA BARAT,KABUPATEN BANGKA",IUP,PT,PT TIMAH TBK,3119052112014075,81201098819560101                                                                                   ,2025-03-24,2035-07-20,OPERASI PRODUKSI,4156.78,TIMAH,2,11,CNC-3,,,TEMPILANG (KABUPATEN BANGKA BARAT) DAN KELAPA (KABUPATEN BANGKA),"POLYGON ((105.58861388899999 -2.0694500000000176, 105.61423888899998 -2.0694500000000176, 105.61423888899998 -2.0652166670000156, 105.62168333300002 -2.0652166670000156, 105.62168333300002 -2.075102777999973, 105.62716388899997 -2.075102777999973, 105.62716388899997 -2.0834611110000196, 105.63198055599997 -2.0834611110000196, 105.63198055599997 -2.093291667000017, 105.64625277800002 -2.093291667000017, 105.64625277800002 -2.104797222000002, 105.64114444400002 -2.104797222000002, 105.64114444400002 -2.1183416669999815, 105.66200277799999 -2.1183416669999815, 105.66200277799999 -2.107947222000007, 105.65722499999998 -2.107947222000007, 105.65722499999998 -2.1001694440000165, 105.66173888899999 -2.1001694440000165, 105.66173888899999 -2.0882611110000084, 105.655866667 -2.0882611110000084, 105.655866667 -2.086208333000002, 105.657822222 -2.086208333000002, 105.657822222 -2.0829749999999763, 105.65235000000001 -2.0829749999999763, 105.65235000000001 -2.076891666999984, 105.66615000000002 -2.076891666999984, 105.66615000000002 -2.0830166669999812, 105.67208888900001 -2.0830166669999812, 105.67208888900001 -2.091625000000022, 105.674613889 -2.091625000000022, 105.674613889 -2.103952778000007, 105.68372777799999 -2.103952778000007, 105.68372777799999 -2.1104916670000193, 105.68881388900002 -2.1104916670000193, 105.68881388900002 -2.1016777780000098, 105.69836944399998 -2.1016777780000098, 105.69836944399998 -2.1051055560000123, 105.70948055600002 -2.1051055560000123, 105.70948055600002 -2.1108055560000025, 105.717255556 -2.1108055560000025, 105.717255556 -2.101980556000001, 105.71457777799998 -2.101980556000001, 105.71457777799998 -2.0975666670000237, 105.74488888899998 -2.0975666670000237, 105.74488888899998 -2.0882027779999817, 105.72674999999998 -2.0882027779999817, 105.72674999999998 -2.0920333330000176, 105.70992222199999 -2.0920333330000176, 105.70992222199999 -2.0828333329999964, 105.70425277800001 -2.0828333329999964, 105.70425277800001 -2.078025000000025, 105.70049444400001 -2.078025000000025, 105.70049444400001 -2.073741666999979, 105.68986388899998 -2.073741666999979, 105.68986388899998 -2.066633333000027, 105.63379166700003 -2.066633333000027, 105.63379166700003 -2.0610777780000262, 105.62290555599998 -2.0610777780000262, 105.62290555599998 -2.057124999999985, 105.59973611100003 -2.057124999999985, 105.59973611100003 -2.0605361109999762, 105.58861388899999 -2.0605361109999762, 105.58861388899999 -2.0694500000000176))",AKTIF
4262,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,05,KABUPATEN BANGKA BARAT,IUP,PT,PT TIMAH TBK,3119052112014076,81201098819560231                                                                                   ,2025-02-28,2035-07-20,OPERASI PRODUKSI,15050.0,TIMAH,2,11,CNC-3,,,LAUT KEBIANG-PENGANAK-JEBU KEC. JEBUS,"POLYGON ((105.39178333299998 -1.5791944439999952, 105.34705277799998 -1.5791944439999952, 105.34705277799998 -1.6060972220000167, 105.324552778 -1.6060972220000167, 105.324552778 -1.696869444000015, 105.334619444 -1.696869444000015, 105.334619444 -1.6946500000000242, 105.34194722199999 -1.6946500000000242, 105.34194722199999 -1.6933055559999843, 105.34505555599998 -1.6933055559999843, 105.34505555599998 -1.6919527779999726, 105.34798055599998 -1.6919527779999726, 105.34798055599998 -1.6883527780000236, 105.34980277800003 -1.6883527780000236, 105.34980277800003 -1.686038888999974, 105.358661111 -1.686038888999974, 105.358661111 -1.6842416669999807, 105.35997777799997 -1.6842416669999807, 105.35997777799997 -1.6833194440000057, 105.360736111 -1.6833194440000057, 105.360736111 -1.6819055560000038, 105.36210277800001 -1.6819055560000038, 105.36210277800001 -1.6776916669999764, 105.35906388900003 -1.6776916669999764, 105.35906388900003 -1.6733722220000118, 105.34685000000002 -1.6733722220000118, 105.34685000000002 -1.672072221999997, 105.34228611100002 -1.672072221999997, 105.34228611100002 -1.6674222220000274, 105.34043888899998 -1.6674222220000274, 105.34043888899998 -1.6609833329999901, 105.34362499999997 -1.6609833329999901, 105.34362499999997 -1.6467777780000006, 105.348963889 -1.6467777780000006, 105.348963889 -1.648202777999984, 105.354030556 -1.648202777999984, 105.354030556 -1.6515361109999844, 105.363197222 -1.6515361109999844, 105.363197222 -1.648527778000016, 105.36774166700002 -1.648527778000016, 105.36774166700002 -1.6436611109999717, 105.37978611099999 -1.6436611109999717, 105.37978611099999 -1.6404555560000063, 105.3852 -1.6404555560000063, 105.3852 -1.6350388889999863, 105.38998055600001 -1.6350388889999863, 105.38998055600001 -1.6286916669999982, 105.392594444 -1.6286916669999982, 105.392594444 -1.6096972220000225, 105.39050277799998 -1.6096972220000225, 105.39050277799998 -1.6061000000000263, 105.39547777799999 -1.6061000000000263, 105.39547777799999 -1.608980556000006, 105.41011944399997 -1.608980556000006, 105.41322777800002 -1.608980556000006, 105.41322777800002 -1.6082222219999949, 105.41532222199999 -1.6082222219999949, 105.41532222199999 -1.6076833330000113, 105.418647222 -1.6076833330000113, 105.418647222 -1.6071111109999947, 105.42093888900001 -1.6071111109999947, 105.42093888900001 -1.6064777779999986, 105.42196388899998 -1.6064777779999986, 105.42196388899998 -1.6039166670000213, 105.42545000000001 -1.6039166670000213, 105.42545000000001 -1.6000138890000244, 105.42848055600001 -1.6000138890000244, 105.42848055600001 -1.5967388889999938, 105.435277778 -1.5967388889999938, 105.435277778 -1.589544444000012, 105.442936111 -1.589544444000012, 105.442936111 -1.5832694439999955, 105.449219444 -1.5832694439999955, 105.449219444 -1.577588889000026, 105.454316667 -1.577588889000026, 105.454316667 -1.5753083330000095, 105.45683333300002 -1.5753083330000095, 105.45683333300002 -1.571155556000008, 105.45616666699999 -1.571155556000008, 105.45616666699999 -1.5651416669999776, 105.46048888899998 -1.5651416669999776, 105.46048888899998 -1.5645166670000208, 105.46947499999999 -1.5645166670000208, 105.46947499999999 -1.5620611109999913, 105.47293888899998 -1.5620611109999913, 105.47293888899998 -1.563600000000008, 105.47960833299999 -1.563600000000008, 105.47960833299999 -1.5653500000000236, 105.493980556 -1.5653500000000236, 105.493980556 -1.5626138889999766, 105.498002778 -1.5626138889999766, 105.498002778 -1.5613611109999965, 105.500169444 -1.5613611109999965, 105.500169444 -1.5621583330000135, 105.50174166699998 -1.5621583330000135, 105.50174166699998 -1.5642416669999761, 105.506338889 -1.5642416669999761, 105.506338889 -1.5652972220000265, 105.51031111100002 -1.5652972220000265, 105.51031111100002 -1.5657805559999929, 105.52496944400002 -1.5657805559999929, 105.52496944400002 -1.5269722219999835, 105.52421388900001 -1.5269722219999835, 105.52421388900001 -1.5270027779999964, 105.41669722199998 -1.5270027779999964, 105.41669722199998 -1.5269722219999835, 105.39178333299998 -1.5269722219999835, 105.39178333299998 -1.5791944439999952))",AKTIF
4962,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,02,KABUPATEN BELITUNG,IUP,PT,PT TIMAH TBK,3119022112014062,81201098819560104                                                                                   ,2025-06-24,2036-07-20,OPERASI PRODUKSI,3590.0,TIMAH,2,11,CNC-2,,,MEMBALONG,"POLYGON ((107.66868888900001 -2.8765333329999976, 107.66868888900001 -2.882402778000028, 107.65968611099998 -2.882402778000028, 107.65968611099998 -2.890088889000026, 107.65336944400002 -2.890088889000026, 107.65336944400002 -2.921747222000022, 107.66146944399998 -2.921747222000022, 107.66146944399998 -2.926266666999993, 107.66775000000001 -2.926266666999993, 107.66775000000001 -2.9433916670000144, 107.67555833300003 -2.9433916670000144, 107.67555833300003 -2.9723972219999837, 107.684827778 -2.9723972219999837, 107.684827778 -2.966066667000007, 107.69022222199999 -2.966066667000007, 107.69022222199999 -2.970602778, 107.70552222200001 -2.970602778, 107.70552222200001 -2.9371305559999996, 107.69384722199999 -2.9371305559999996, 107.69384722199999 -2.9226666669999872, 107.70014444399999 -2.9226666669999872, 107.70014444399999 -2.924477777999982, 107.70913333300001 -2.924477777999982, 107.70913333300001 -2.932619444000011, 107.713630556 -2.932619444000011, 107.713630556 -2.9407583330000193, 107.71798055599999 -2.9407583330000193, 107.71798055599999 -2.9221388889999957, 107.733886111 -2.9221388889999957, 107.733886111 -2.9064083330000017, 107.732802778 -2.9064083330000017, 107.732802778 -2.9074888889999784, 107.730802778 -2.9074888889999784, 107.730802778 -2.909208332999981, 107.72713333299998 -2.909208332999981, 107.72713333299998 -2.912725000000023, 107.71453888899998 -2.912725000000023, 107.71453888899998 -2.9154472220000116, 107.71012777800001 -2.9154472220000116, 107.71012777800001 -2.9199944439999967, 107.70548611100003 -2.9199944439999967, 107.70548611100003 -2.91520277799998, 107.69205555600001 -2.91520277799998, 107.69205555600001 -2.917227777999983, 107.67226388900002 -2.917227777999983, 107.67226388900002 -2.914058333000014, 107.667772222 -2.914058333000014, 107.667772222 -2.9118055559999902, 107.673169444 -2.9118055559999902, 107.673169444 -2.901397222000014, 107.66418333299998 -2.901397222000014, 107.66418333299998 -2.8946416669999735, 107.67317777800002 -2.8946416669999735, 107.67317777800002 -2.8864861110000106, 107.690277778 -2.8864861110000106, 107.690277778 -2.8765333329999976, 107.66868888900001 -2.8765333329999976))",AKTIF
4963,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,02,KABUPATEN BELITUNG,IUP,PT,PT TIMAH TBK,3119022112014037,81201098819560161                                                                                   ,2025-05-06,2036-07-20,OPERASI PRODUKSI,1307.0,TIMAH,2,11,CNC-2,,,MEMBALONG,"POLYGON ((107.66560833300002 -3.1052027779999776, 107.66560833300002 -3.1155444440000224, 107.67073333299999 -3.1155444440000224, 107.67073333299999 -3.1243166670000164, 107.66584722200002 -3.1243166670000164, 107.66584722200002 -3.146036111000001, 107.69553888899998 -3.146036111000001, 107.69553888899998 -3.1397999999999797, 107.69527499999998 -3.1397999999999797, 107.69527499999998 -3.1391833330000054, 107.69456111099998 -3.1391833330000054, 107.69456111099998 -3.136863888999983, 107.69554722200002 -3.136863888999983, 107.69554722200002 -3.1309888889999797, 107.694116667 -3.1309888889999797, 107.694116667 -3.1307277779999936, 107.69074722200003 -3.1307277779999936, 107.69074722200003 -3.1275833330000182, 107.69118888899999 -3.1275833330000182, 107.69118888899999 -3.1259305560000143, 107.69308055599998 -3.1259305560000143, 107.69308055599998 -3.125797222000017, 107.69609722199999 -3.125797222000017, 107.69609722199999 -3.123841667000022, 107.69650277800002 -3.123841667000022, 107.69650277800002 -3.1229527780000126, 107.69779999999997 -3.1229527780000126, 107.69779999999997 -3.1220972219999794, 107.698138889 -3.1220972219999794, 107.698138889 -3.1214611109999737, 107.69639444400002 -3.1214611109999737, 107.69639444400002 -3.1202444439999795, 107.69088333299999 -3.1202444439999795, 107.69088333299999 -3.1166583329999753, 107.69080277799998 -3.1166583329999753, 107.69080277799998 -3.116516666999985, 107.690280556 -3.116516666999985, 107.690280556 -3.11559444400001, 107.689830556 -3.11559444400001, 107.689830556 -3.1147305559999836, 107.68941944400001 -3.1147305559999836, 107.68941944400001 -3.114186110999981, 107.689113889 -3.114186110999981, 107.689113889 -3.1133944439999937, 107.68920555599999 -3.1133944439999937, 107.68920555599999 -3.11196666699999, 107.688652778 -3.11196666699999, 107.688652778 -3.11151388899998, 107.68790277800002 -3.11151388899998, 107.68790277800002 -3.109841667000012, 107.68836388900002 -3.109841667000012, 107.68836388900002 -3.1062222219999853, 107.68721666699997 -3.1062222219999853, 107.68721666699997 -3.1052027779999776, 107.66560833300002 -3.1052027779999776))",AKTIF
4965,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,03,KABUPATEN BANGKA SELATAN,IUP,PT,PT TIMAH TBK,3119032112014038,81201098819560184                                                                                   ,2025-05-23,2035-07-20,OPERASI PRODUKSI,547.8,TIMAH,2,11,CNC-17,,,"DESA KEPOSANG DAN GADUNG, KEC. TOBOALI","POLYGON ((106.54947499999997 -2.9716416669999717, 106.54947499999997 -2.980688889000021, 106.53913888900001 -2.980688889000021, 106.53913888900001 -3.0028444440000044, 106.528352778 -3.0028444440000044, 106.528352778 -3.022508333000019, 106.53329722199999 -3.022508333000019, 106.53329722199999 -3.015069444000005, 106.53205555599999 -3.015069444000005, 106.53205555599999 -3.010458332999974, 106.53456388900003 -3.010458332999974, 106.53456388900003 -3.01228888899999, 106.54153333300002 -3.01228888899999, 106.54153333300002 -3.006086111000002, 106.54709444399998 -3.006086111000002, 106.54709444399998 -2.9876166669999975, 106.55402777799998 -2.9876166669999975, 106.55402777799998 -2.983727778000002, 106.554825 -2.983727778000002, 106.554825 -2.9804555559999812, 106.55288055599999 -2.9804555559999812, 106.55288055599999 -2.9716416669999717, 106.54947499999997 -2.9716416669999717))",AKTIF
4966,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,03,KABUPATEN BANGKA SELATAN,IUP,PT,PT TIMAH TBK,3119032112014007,81201098819560093                                                                                   ,2025-06-18,2035-07-20,OPERASI PRODUKSI,7607.0,TIMAH,2,11,CNC-14,,,"WIL. LAUT TOBOALI, KEC. TOBOALI, KABUPATEN BANGKA SELATAN","POLYGON ((106.40784444399998 -2.9681416669999976, 106.40784444399998 -3.0792694439999764, 106.49538611100002 -3.0792694439999764, 106.49538611100002 -3.077566666999985, 106.497577778 -3.077566666999985, 106.497577778 -3.076111110999989, 106.498041667 -3.076111110999989, 106.498041667 -3.061369443999979, 106.49681944399998 -3.061369443999979, 106.49681944399998 -3.059775000000002, 106.49571666700001 -3.059775000000002, 106.49571666700001 -3.0586722219999842, 106.49485833300002 -3.0586722219999842, 106.49485833300002 -3.057836110999972, 106.49364722199999 -3.057836110999972, 106.49364722199999 -3.0527833329999794, 106.49216944400001 -3.0527833329999794, 106.49216944400001 -3.050516667000011, 106.49045833299999 -3.050516667000011, 106.49045833299999 -3.047852777999992, 106.488911111 -3.047852777999992, 106.488911111 -3.045961110999997, 106.487444444 -3.045961110999997, 106.487444444 -3.0440666669999814, 106.48567500000001 -3.0440666669999814, 106.48567500000001 -3.0428611109999792, 106.48197499999998 -3.0428611109999792, 106.48197499999998 -3.034877778000009, 106.478422222 -3.034877778000009, 106.478422222 -3.034366666999972, 106.47725555599999 -3.034366666999972, 106.47725555599999 -3.0336583330000053, 106.47632499999997 -3.0336583330000053, 106.47632499999997 -3.0326222219999863, 106.47464166700001 -3.0326222219999863, 106.47464166700001 -3.0307305559999804, 106.47282777800001 -3.0307305559999804, 106.47282777800001 -3.029352777999975, 106.47144166700002 -3.029352777999975, 106.47144166700002 -3.0283416670000065, 106.47036666700001 -3.0283416670000065, 106.47036666700001 -3.027430556000013, 106.469238889 -3.027430556000013, 106.469238889 -3.0265694440000175, 106.46788055600001 -3.0265694440000175, 106.46788055600001 -3.025502777999975, 106.46651666700001 -3.025502777999975, 106.46651666700001 -3.024202778000017, 106.46486388900001 -3.024202778000017, 106.46486388900001 -3.0229916669999852, 106.46272777799999 -3.0229916669999852, 106.46272777799999 -3.021872222000013, 106.458061111 -3.021872222000013, 106.458061111 -3.0191083330000197, 106.45343333300002 -3.0191083330000197, 106.45343333300002 -3.0173055559999966, 106.45056388900002 -3.0173055559999966, 106.45056388900002 -3.0155111110000234, 106.447502778 -3.0155111110000234, 106.447502778 -3.013649999999984, 106.44426388900001 -3.013649999999984, 106.44426388900001 -3.0123555559999886, 106.44153055599998 -3.0123555559999886, 106.44153055599998 -2.9997277780000218, 106.43930833299999 -2.9997277780000218, 106.43930833299999 -2.9952055559999735, 106.438069444 -2.9952055559999735, 106.438069444 -2.9900083329999916, 106.436177778 -2.9900083329999916, 106.436177778 -2.986116666999976, 106.435011111 -2.986116666999976, 106.435011111 -2.9840277779999838, 106.43432777800001 -2.9840277779999838, 106.43432777800001 -2.9828222219999816, 106.43341666700002 -2.9828222219999816, 106.43341666700002 -2.9812333329999774, 106.43203888900001 -2.9812333329999774, 106.43203888900001 -2.979633332999981, 106.43076944400002 -2.979633332999981, 106.43076944400002 -2.9786472220000064, 106.42946111100002 -2.9786472220000064, 106.42946111100002 -2.977461111000025, 106.428 -2.977461111000025, 106.428 -2.9764111110000044, 106.426652778 -2.9764111110000044, 106.426652778 -2.975283332999993, 106.42527777800001 -2.975283332999993, 106.42527777800001 -2.9740777779999803, 106.42218611099997 -2.9740777779999803, 106.42218611099997 -2.973152777999985, 106.42024444399999 -2.973152777999985, 106.42024444399999 -2.9722472220000213, 106.41875555600001 -2.9722472220000213, 106.41875555600001 -2.9709722220000003, 106.41440277800001 -2.9709722220000003, 106.41440277800001 -2.970305556000028, 106.412852778 -2.970305556000028, 106.412852778 -2.969816666999975, 106.41075000000001 -2.969816666999975, 106.41075000000001 -2.9681416669999976, 106.40784444399998 -2.9681416669999976))",AKTIF
4967,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,03,KABUPATEN BANGKA SELATAN,IUP,PT,PT TIMAH TBK,3119032112014042,81201098819560086                                                                                   ,2023-02-27,2033-02-27,OPERASI PRODUKSI,398.42,TIMAH,2,11,CNC-17,,,"WIL. LAUT PERMIS, KEC. SIMPANG RIMBA","POLYGON ((105.886127778 -2.5583194440000057, 105.87605555599998 -2.5583194440000057, 105.87605555599998 -2.560024999999996, 105.86205000000001 -2.560024999999996, 105.86205000000001 -2.5592583330000025, 105.85734444399998 -2.5592583330000025, 105.85734444399998 -2.5665833329999828, 105.859944444 -2.5665833329999828, 105.859944444 -2.569697222000002, 105.864402778 -2.569697222000002, 105.864402778 -2.568486111000027, 105.86832222200002 -2.568486111000027, 105.86832222200002 -2.570222221999984, 105.87254166700001 -2.570222221999984, 105.87254166700001 -2.5732027779999953, 105.88462777799998 -2.5732027779999953, 105.88462777799998 -2.565138889000025, 105.886127778 -2.565138889000025, 105.886127778 -2.5583194440000057))",AKTIF
4969,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,02,KABUPATEN BELITUNG,IUP,PT,PT TIMAH TBK,3119022112014038,81201098819560116                                                                                   ,2025-03-24,2035-07-21,OPERASI PRODUKSI,823.2,TIMAH,2,11,CNC-14,,,SIJUK,"POLYGON ((107.739655556 -2.5819833329999824, 107.739655556 -2.6071694440000215, 107.75155277800002 -2.6071694440000215, 107.75155277800002 -2.610411111000019, 107.75399166699998 -2.610411111000019, 107.75399166699998 -2.61368055600002, 107.75155277800002 -2.61368055600002, 107.75155277800002 -2.616125000000011, 107.756044444 -2.616125000000011, 107.756044444 -2.6230888889999733, 107.76121388899998 -2.6230888889999733, 107.76121388899998 -2.6251666669999736, 107.765030556 -2.6251666669999736, 107.765030556 -2.635797222000008, 107.77222499999999 -2.635797222000008, 107.77222499999999 -2.6430416669999772, 107.77716388900001 -2.6430416669999772, 107.77716388900001 -2.6529833330000088, 107.78436111100001 -2.6529833330000088, 107.78436111100001 -2.633311111000012, 107.76795833300002 -2.633311111000012, 107.76795833300002 -2.6230888889999733, 107.76494722199999 -2.6230888889999733, 107.76494722199999 -2.6147694439999896, 107.75583055599998 -2.6147694439999896, 107.75583055599998 -2.5996166670000207, 107.75067222199999 -2.5996166670000207, 107.75067222199999 -2.5819833329999824, 107.739655556 -2.5819833329999824))",AKTIF
4970,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,02,KABUPATEN BELITUNG,IUP,PT,PT TIMAH TBK,3119022112014039,81201098819560200                                                                                   ,2025-02-28,2035-07-21,OPERASI PRODUKSI,815.7,TIMAH,2,11,CNC-2,,,KEC. SIJUK DAN BADAU KABUPATEN BELITUNG,"POLYGON ((107.80951944399999 -2.6961833330000218, 107.82615833300002 -2.6961833330000218, 107.82615833300002 -2.690311111000028, 107.83246111099999 -2.690311111000028, 107.83246111099999 -2.6803638889999775, 107.839647222 -2.6803638889999775, 107.839647222 -2.6731305559999896, 107.84550000000002 -2.6731305559999896, 107.84550000000002 -2.662277777999975, 107.82841944400002 -2.662277777999975, 107.82841944400002 -2.6695083330000102, 107.82166944400001 -2.6695083330000102, 107.82166944400001 -2.676288888999977, 107.816269444 -2.676288888999977, 107.816269444 -2.6844305559999952, 107.80951944399999 -2.6844305559999952, 107.80951944399999 -2.6961833330000218))",AKTIF
4995,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,06,KABUPATEN BELITUNG TIMUR,IUP,PT,PT TIMAH TBK,3119062112014040,81201098819560170                                                                                   ,2025-02-17,2035-07-21,OPERASI PRODUKSI,1286.0,TIMAH,2,11,CNC-18,,,KABUPATEN BELITUNG TIMUR,"POLYGON ((108.10444444400002 -3.0398611109999933, 108.10444444400002 -3.0453055560000166, 108.096305556 -3.0453055560000166, 108.096305556 -3.0670277780000106, 108.102166667 -3.0670277780000106, 108.102166667 -3.07330555599998, 108.13027777799999 -3.07330555599998, 108.13027777799999 -3.0453333329999737, 108.12783333300001 -3.0453333329999737, 108.12783333300001 -3.0398611109999933, 108.10444444400002 -3.0398611109999933))",AKTIF
